VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
,2021-01-05 19:01:46,2021-01-05 20:01:04,,3.68,,,265,91,,27.18,0.0,0.5,0.0,0.0,0.3,27.98,0.0
,2021-01-05 19:01:21,2021-01-05 19:01:02,,1.29,,,265,72,,28.2,0.0,0.5,0.0,0.0,0.3,29.0,0.0
,2021-01-05 19:30:00,2021-01-05 19:47:00,,5.38,,,43,7,,22.83,0.0,0.5,2.75,6.12,0.3,32.5,0.0
,2021-01-05 19:19:11,2021-01-05 19:55:41,,7.04,,,123,225,,26.71,0.0,0.5,2.75,0.0,0.3,30.26,0.0
,2021-01-05 19:03:00,2021-01-05 19:21:00,,4.69,,,200,81,,25.45,0.0,0.5,2.75,0.0,0.3,29.0,0.0
,2021-01-05 19:13:00,2021-01-05 19:52:00,,10.9,,,213,230,,50.22,0.0,0.5,2.75,0.0,0.3,53.77,0.0
,2021-01-05 19:01:25,2021-01-05 20:01:04,,9.83,,,265,196,,24.07,0.0,0.5,0.0,0.0,0.3,24.87,0.0
,2021-01-05 19:13:45,2021-01-05 19:25:11,,1.91,,,222,77,,8.48,0.0,0.5,0.92,0.0,0.3,10.2,0.0
,2021-01-05 19:55:05,2021-01-05 20:37:07,,23.33,,,167,39,,42.84,0.0,0.5,2.75,6.12,0.3,52.51,0.0
,2021-01-05 19:59:16,2021-01-05 20:08:48,,2.86,,,170,148,,8.7,0.0,0.5,2.6,0.0,0.3,14.6,2.5
,2021-01-05 19:37:00,2021-01-05 20:25:00,,15.0,,,29,231,,50.58,0.0,0.5,0.0,6.12,0.3,60.0,2.5
,2021-01-05 19:21:08,2021-01-05 19:49:34,,8.21,,,228,35,,25.09,0.0,0.5,2.75,0.0,0.3,28.64,0.0
,2021-01-05 19:01:27,2021-01-05 19:01:04,,13.31,,,265,76,,44.0,0.0,0.5,0.0,0.0,0.3,44.8,0.0
,2021-01-05 19:09:32,2021-01-05 19:36:18,,10.87,,,61,56,,32.59,0.0,0.5,2.75,0.0,0.3,36.14,0.0
,2021-01-05 19:31:01,2021-01-05 19:57:13,,9.84,,,123,35,,31.4,0.0,0.5,2.75,0.0,0.3,34.95,0.0
,2021-01-05 19:29:00,2021-01-05 19:35:00,,0.6,,,20,31,,11.45,0.0,0.5,2.75,0.0,0.3,15.0,0.0
,2021-01-05 19:25:00,2021-01-05 19:31:00,,1.04,,,140,263,,7.0,0.0,0.5,2.1,0.0,0.3,12.4,2.5
,2021-01-05 19:29:46,2021-01-05 20:00:24,,16.94,,,169,66,,45.07,0.0,0.5,2.75,6.12,0.3,54.74,0.0
,2021-01-05 19:29:52,2021-01-05 19:36:56,,1.8,,,50,239,,8.0,0.0,0.5,2.26,0.0,0.3,13.56,2.5
,2021-01-05 19:02:00,2021-01-05 19:11:00,,2.47,,,181,61,,18.45,0.0,0.5,2.75,0.0,0.3,22.0,0.0
,2021-01-05 19:41:48,2021-01-05 20:13:44,,14.81,,,167,65,,40.68,0.0,0.5,2.75,6.12,0.3,50.35,0.0
,2021-01-05 19:15:13,2021-01-05 19:19:31,,0.9,,,141,141,,5.5,1.0,0.5,0.98,0.0,0.3,10.78,2.5
,2021-01-05 19:47:36,2021-01-05 19:59:54,,3.4,,,234,143,,12.5,1.0,0.5,2.52,0.0,0.3,19.32,2.5
,2021-01-05 19:56:00,2021-01-05 20:21:00,,15.62,,,219,212,,45.76,0.0,0.5,2.75,6.12,0.3,55.43,0.0
,2021-01-05 19:33:00,2021-01-05 20:19:00,,11.03,,,39,232,,34.35,0.0,0.5,2.75,0.0,0.3,37.9,0.0
,2021-01-05 19:58:00,2021-01-05 20:23:00,,10.06,,,41,254,,34.19,0.0,0.5,2.75,0.0,0.3,37.74,0.0
,2021-01-05 19:21:00,2021-01-05 20:02:00,,14.47,,,113,76,,38.44,0.0,0.5,2.75,0.0,0.3,41.99,0.0
,2021-01-05 19:14:00,2021-01-05 19:32:00,,8.04,,,213,70,,36.08,0.0,0.5,0.0,6.12,0.3,43.0,0.0
,2021-01-05 19:52:24,2021-01-05 19:59:55,,1.4,,,234,158,,7.0,1.0,0.5,1.7,0.0,0.3,13.0,2.5
,2021-01-05 19:32:00,2021-01-05 19:50:00,,4.13,,,74,143,,25.45,0.0,0.5,2.75,0.0,0.3,29.0,0.0
,2021-01-05 19:12:17,2021-01-05 19:19:25,,1.3,,,140,236,,7.0,1.0,0.5,1.7,0.0,0.3,13.0,2.5
,2021-01-05 19:11:00,2021-01-05 19:46:00,,17.45,,,193,165,,49.74,0.0,0.5,9.95,0.0,0.3,60.49,0.0
,2021-01-05 19:07:00,2021-01-05 19:28:00,,7.59,,,234,82,,25.16,0.0,0.5,2.75,6.12,0.3,34.83,0.0
,2021-01-05 19:01:36,2021-01-05 19:01:03,,12.1,,,265,15,,30.89,0.0,0.5,0.0,0.0,0.3,31.69,0.0
,2021-01-05 19:31:00,2021-01-05 20:03:00,,15.57,,,126,61,,43.84,0.0,0.5,2.75,6.12,0.3,53.51,0.0
,2021-01-05 19:32:00,2021-01-05 19:59:00,,10.03,,,244,231,,43.2,0.0,0.5,0.0,0.0,0.3,46.5,2.5
,2021-01-05 19:11:00,2021-01-05 20:03:00,,27.92,,,239,39,,41.28,0.0,0.5,2.75,6.12,0.3,50.95,0.0
,2021-01-05 19:36:00,2021-01-05 19:50:00,,3.18,,,17,232,,23.18,0.0,0.5,2.75,0.0,0.3,26.73,0.0
,2021-01-05 19:01:36,2021-01-05 19:21:24,,4.61,,,36,232,,25.45,0.0,0.5,2.75,0.0,0.3,29.0,0.0
,2021-01-05 19:23:00,2021-01-05 19:32:00,,2.79,,,141,74,,18.45,0.0,0.5,2.75,0.0,0.3,22.0,0.0
,2021-01-05 19:34:09,2021-01-05 19:57:22,,12.29,,,143,185,,39.71,0.0,0.5,2.75,0.0,0.3,43.26,0.0
,2021-01-05 19:47:51,2021-01-05 19:59:33,,3.35,,,79,97,,24.05,0.0,0.5,2.75,0.0,0.3,27.6,0.0
,2021-01-05 19:21:00,2021-01-05 19:28:00,,2.07,,,140,239,,9.7,0.0,0.5,1.35,0.0,0.3,14.35,2.5
,2021-01-05 19:00:00,2021-01-05 19:23:00,,13.81,,,215,79,,47.63,0.0,0.5,2.75,6.12,0.3,57.3,0.0
,2021-01-05 19:57:42,2021-01-05 20:04:31,,0.0,,,41,42,,5.2,1.0,0.5,0.7,0.0,0.3,9.7,0.0
,2021-01-05 19:01:03,2021-01-05 19:01:02,,8.2,,,265,152,,25.95,0.0,0.5,0.0,0.0,0.3,26.75,0.0
,2021-01-05 19:06:00,2021-01-05 19:52:00,,25.49,,,261,117,,50.13,0.0,0.5,2.75,8.41,0.3,62.09,0.0
,2021-01-05 19:35:00,2021-01-05 19:39:19,,0.6,,,262,141,,5.0,1.0,0.5,1.86,0.0,0.3,11.16,2.5
,2021-01-05 19:02:12,2021-01-05 19:09:07,,1.1,,,90,164,,6.5,0.5,0.5,1.55,0.0,0.3,11.85,2.5
,2021-01-07 08:02:03,2021-01-07 08:25:30,,4.9,,,238,113,,19.5,0.0,0.5,3.42,0.0,0.3,26.22,2.5
,2021-01-07 08:19:53,2021-01-07 08:26:27,,1.15,,,62,62,,16.23,0.0,0.5,2.75,0.0,0.3,19.78,0.0
,2021-01-07 08:43:55,2021-01-07 09:05:09,,4.55,,,49,77,,22.81,0.0,0.5,2.75,0.0,0.3,26.36,0.0
,2021-01-07 08:15:57,2021-01-07 08:36:32,,3.36,,,169,174,,17.09,0.0,0.5,2.75,0.0,0.3,20.64,0.0
,2021-01-07 08:52:00,2021-01-07 09:05:00,,1.69,,,224,170,,7.08,0.0,0.5,3.95,0.0,0.3,14.33,2.5
,2021-01-07 08:09:00,2021-01-07 08:48:00,,7.54,,,76,97,,27.53,0.0,0.5,2.75,0.0,0.3,31.08,0.0
,2021-01-07 08:47:00,2021-01-07 09:21:00,,6.6,,,39,97,,27.53,0.0,0.5,2.75,0.0,0.3,31.08,0.0
,2021-01-07 08:30:56,2021-01-07 08:56:01,,3.61,,,264,68,,10.23,0.0,0.5,2.22,0.0,0.3,15.75,2.5
,2021-01-07 08:05:21,2021-01-07 08:14:00,,0.0,,,48,162,,5.7,0.0,0.5,1.8,0.0,0.3,12.8,2.5
,2021-01-07 08:45:00,2021-01-07 09:41:00,,11.68,,,35,246,,29.89,0.0,0.5,2.75,0.0,0.3,33.44,0.0
,2021-01-07 08:23:04,2021-01-07 08:44:40,,7.8,,,97,140,,34.12,0.0,0.5,2.75,0.0,0.3,37.67,0.0
,2021-01-07 08:17:00,2021-01-07 09:04:00,,18.12,,,243,216,,56.11,0.0,0.5,2.75,6.12,0.3,65.78,0.0
,2021-01-07 08:25:00,2021-01-07 08:29:00,,0.68,,,76,76,,14.93,0.0,0.5,2.75,0.0,0.3,18.48,0.0
,2021-01-07 08:27:00,2021-01-07 08:43:00,,3.05,,,107,48,,15.45,0.0,0.5,3.96,0.0,0.3,22.71,2.5
,2021-01-07 08:30:00,2021-01-07 08:47:00,,1.27,,,213,213,,14.11,0.0,0.5,2.75,0.0,0.3,17.66,0.0
,2021-01-07 08:01:43,2021-01-07 08:22:19,,3.35,,,41,167,,27.93,0.0,0.5,2.75,0.0,0.3,31.48,0.0
,2021-01-07 08:25:00,2021-01-07 08:30:00,,1.08,,,22,22,,14.95,0.0,0.5,2.75,0.0,0.3,18.5,0.0
,2021-01-07 08:59:00,2021-01-07 09:12:00,,8.2,,,228,22,,39.45,0.0,0.5,2.75,0.0,0.3,43.0,0.0
,2021-01-07 08:23:00,2021-01-07 08:51:00,,5.98,,,222,36,,26.33,0.0,0.5,2.75,0.0,0.3,29.88,0.0
,2021-01-07 08:06:00,2021-01-07 08:39:00,,13.61,,,215,137,,48.02,0.0,0.5,2.75,6.12,0.3,57.69,0.0
,2021-01-07 08:32:09,2021-01-07 09:01:09,,13.31,,,7,182,,30.18,0.0,0.5,2.75,6.12,0.3,39.85,0.0
,2021-01-07 08:12:12,2021-01-07 08:35:24,,5.3,,,210,62,,28.56,0.0,0.5,2.75,0.0,0.3,32.11,0.0
,2021-01-07 08:42:28,2021-01-07 08:42:39,,0.0,,,232,232,,28.95,0.0,0.5,2.75,0.0,0.3,32.5,0.0
,2021-01-07 08:39:00,2021-01-07 09:16:00,,12.56,,,47,68,,31.58,0.0,0.5,3.8,0.0,0.3,38.68,2.5
,2021-01-07 08:07:00,2021-01-07 08:29:00,,3.73,,,177,71,,25.45,0.0,0.5,2.75,0.0,0.3,29.0,0.0
,2021-01-07 08:43:00,2021-01-07 08:57:00,,2.13,,,71,35,,14.95,0.0,0.5,2.75,0.0,0.3,18.5,0.0
,2021-01-07 08:29:00,2021-01-07 08:58:00,,8.01,,,213,140,,25.15,0.0,0.5,2.75,6.12,0.3,34.82,0.0
,2021-01-07 08:01:01,2021-01-07 09:01:03,,13.94,,,265,244,,38.3,0.0,0.5,0.0,0.0,0.3,39.1,0.0
,2021-01-07 08:49:24,2021-01-07 08:55:54,,1.23,,,32,174,,13.38,0.0,0.5,2.75,0.0,0.3,16.93,0.0
,2021-01-07 08:10:35,2021-01-07 08:27:11,,4.46,,,259,242,,20.66,0.0,0.5,2.75,0.0,0.3,24.21,0.0
,2021-01-07 08:04:00,2021-01-07 08:25:00,,6.2,,,252,9,,21.99,0.0,0.5,2.75,6.12,0.3,31.66,0.0
,2021-01-07 08:46:16,2021-01-07 08:58:41,,0.98,,,244,235,,29.16,0.0,0.5,2.75,0.0,0.3,32.71,0.0
,2021-01-07 08:01:41,2021-01-07 08:07:29,,0.86,,,25,97,,12.39,0.0,0.5,2.75,0.0,0.3,15.94,0.0
,2021-01-07 08:29:18,2021-01-07 08:55:17,,4.62,,,61,91,,25.77,0.0,0.5,2.75,0.0,0.3,29.32,0.0
,2021-01-07 08:01:27,2021-01-07 08:01:04,,3.11,,,265,188,,25.2,0.0,0.5,0.0,0.0,0.3,26.0,0.0
,2021-01-07 08:10:05,2021-01-07 08:52:49,,12.64,,,258,48,,35.48,0.0,0.5,2.75,6.12,0.3,45.15,0.0
,2021-01-07 08:01:14,2021-01-07 08:01:04,,10.15,,,265,140,,31.55,0.0,0.5,0.0,0.0,0.3,32.35,0.0
,2021-01-07 08:07:54,2021-01-07 08:23:00,,2.77,,,18,32,,20.3,0.0,0.5,2.75,0.0,0.3,23.85,0.0
,2021-01-07 08:51:23,2021-01-07 09:15:25,,10.83,,,32,92,,30.61,0.0,0.5,2.75,6.12,0.3,40.28,0.0
,2021-01-07 08:10:00,2021-01-07 08:27:00,,2.45,,,42,244,,20.85,0.0,0.5,2.75,0.0,0.3,24.4,0.0
,2021-01-07 08:01:42,2021-01-07 08:01:03,,1.76,,,265,74,,19.2,0.0,0.5,0.0,0.0,0.3,20.0,0.0
,2021-01-07 08:01:07,2021-01-07 09:01:03,,16.77,,,265,227,,48.93,0.0,0.5,0.0,0.0,0.3,49.73,0.0
,2021-01-07 08:06:48,2021-01-07 08:10:19,,1.0,,,162,234,,5.0,0.0,0.5,1.25,0.0,0.3,9.55,2.5
,2021-01-07 08:58:00,2021-01-07 09:19:00,,2.61,,,68,140,,13.91,0.0,0.5,2.0,0.0,0.3,19.21,2.5
,2021-01-07 09:22:10,2021-01-07 09:25:08,,0.6,,,142,163,,4.0,0.0,0.5,1.1,0.0,0.3,8.4,2.5
,2021-01-07 09:01:10,2021-01-07 09:01:04,,6.56,,,265,174,,23.02,0.0,0.5,0.0,0.0,0.3,23.82,0.0
,2021-01-07 09:01:00,2021-01-07 10:01:04,,2.18,,,265,185,,25.2,0.0,0.5,0.0,0.0,0.3,26.0,0.0
,2021-01-07 09:20:04,2021-01-07 09:27:13,,1.1,,,170,162,,7.0,0.0,0.5,2.06,0.0,0.3,12.36,2.5
,2021-01-07 09:44:00,2021-01-07 10:01:00,,3.8,,,9,215,,30.54,0.0,0.5,2.75,0.0,0.3,34.09,0.0
,2021-01-07 09:11:00,2021-01-07 09:39:00,,9.35,,,69,170,,25.92,0.0,0.5,2.75,6.12,0.3,35.59,0.0
,2021-01-03 17:12:19,2021-01-03 17:17:22,,1.3,,,100,249,,6.0,0.0,0.5,1.4,0.0,0.3,10.7,2.5
,2021-01-03 17:41:00,2021-01-03 18:14:00,,6.44,,,181,68,,23.29,0.0,0.5,7.21,0.0,0.3,33.8,2.5
,2021-01-03 17:01:51,2021-01-03 18:01:04,,21.23,,,265,174,,51.65,0.0,0.5,0.0,0.0,0.3,52.45,0.0
,2021-01-03 17:52:46,2021-01-03 18:16:23,,0.0,,,249,226,,17.7,0.0,0.5,3.15,0.0,0.3,26.15,2.5
,2021-01-03 17:13:52,2021-01-03 17:19:46,,0.64,,,143,142,,7.0,0.0,0.0,2.1,0.0,0.3,11.9,2.5
,2021-01-03 17:20:56,2021-01-03 17:29:12,,1.57,,,83,226,,16.33,0.0,0.5,2.75,0.0,0.3,19.88,0.0
,2021-01-03 17:01:05,2021-01-03 17:01:02,,1.22,,,265,69,,28.2,0.0,0.5,0.0,0.0,0.3,29.0,0.0
,2021-01-03 17:14:00,2021-01-03 17:43:00,,6.84,,,125,262,,28.79,0.0,0.5,2.75,0.0,0.3,32.34,0.0
,2021-01-03 17:31:27,2021-01-03 17:55:39,,9.44,,,33,95,,42.95,0.0,0.5,2.75,0.0,0.3,46.5,0.0
,2021-01-03 17:34:35,2021-01-03 17:44:31,,1.57,,,116,247,,9.35,0.0,0.5,2.25,0.0,0.3,12.4,0.0
,2021-01-03 17:58:00,2021-01-03 18:25:00,,14.64,,,10,248,,50.33,0.0,0.5,2.75,6.12,0.3,60.0,0.0
,2021-01-03 17:59:00,2021-01-03 18:10:00,,1.95,,,75,74,,22.86,0.0,0.5,2.75,0.0,0.3,26.41,0.0
,2021-01-03 17:23:47,2021-01-03 17:57:19,,14.12,,,32,163,,40.93,0.0,0.5,2.75,0.0,0.3,44.48,0.0
,2021-01-03 17:41:06,2021-01-03 18:04:33,,4.13,,,61,165,,28.56,0.0,0.5,2.75,0.0,0.3,32.11,0.0
,2021-01-03 17:53:00,2021-01-03 18:38:00,,9.2,,,144,76,,42.95,0.0,0.5,2.75,0.0,0.3,46.5,0.0
,2021-01-03 17:01:29,2021-01-03 17:01:03,,0.99,,,265,35,,28.2,0.0,0.5,0.0,0.0,0.3,29.0,0.0
,2021-01-03 17:23:55,2021-01-03 17:50:24,,6.91,,,35,82,,35.95,0.0,0.5,2.75,0.0,0.3,39.5,0.0
,2021-01-03 17:57:41,2021-01-03 18:26:21,,10.52,,,168,231,,39.78,0.0,0.5,0.0,6.12,0.3,49.2,2.5
,2021-01-03 17:22:57,2021-01-03 18:01:11,,11.71,,,246,21,,32.27,0.0,0.5,2.75,6.12,0.3,41.94,0.0
,2021-01-03 17:58:00,2021-01-03 18:22:00,,7.64,,,220,212,,32.45,0.0,0.5,2.75,0.0,0.3,36.0,0.0
,2021-01-03 17:47:59,2021-01-03 17:53:09,,1.7,,,263,237,,6.5,0.0,0.5,1.47,0.0,0.3,11.27,2.5
,2021-01-03 17:23:00,2021-01-03 17:54:00,,15.33,,,18,130,,44.97,0.0,0.5,2.75,6.12,0.3,54.64,0.0
,2021-01-03 17:11:26,2021-01-03 17:15:47,,0.7,,,43,142,,5.0,0.0,0.5,1.25,0.0,0.3,9.55,2.5
,2021-01-03 17:27:00,2021-01-03 17:34:00,,1.56,,,174,240,,14.95,0.0,0.5,2.75,0.0,0.3,18.5,0.0
,2021-01-03 17:15:00,2021-01-03 18:03:00,,12.96,,,238,188,,53.75,0.0,0.5,2.75,0.0,0.3,57.3,0.0
,2021-01-03 17:26:00,2021-01-03 18:05:00,,5.26,,,133,39,,29.9,0.0,0.5,2.75,0.0,0.3,33.45,0.0
,2021-01-03 17:05:52,2021-01-03 17:11:41,,2.51,,,152,238,,11.03,0.0,0.5,3.8,0.0,0.3,18.13,2.5
,2021-01-03 17:58:00,2021-01-03 18:09:00,,2.23,,,48,137,,11.63,0.0,0.5,2.34,0.0,0.3,17.27,2.5
,2021-01-03 17:54:13,2021-01-03 18:13:50,,9.19,,,83,10,,44.62,0.0,0.5,2.75,0.0,0.3,48.17,0.0
,2021-01-03 17:44:00,2021-01-03 18:20:00,,16.46,,,232,18,,56.45,0.0,0.5,2.75,0.0,0.3,60.0,0.0
,2021-01-03 17:19:12,2021-01-03 17:52:12,,16.16,,,227,70,,64.6,0.0,0.5,0.0,0.0,0.3,65.4,0.0
,2021-01-03 17:00:00,2021-01-03 17:16:00,,4.15,,,177,124,,25.45,0.0,0.5,2.75,0.0,0.3,29.0,0.0
,2021-01-03 17:15:00,2021-01-03 17:50:00,,13.14,,,76,70,,33.65,0.0,0.5,2.75,0.0,0.3,37.2,0.0
,2021-01-03 17:40:33,2021-01-03 17:44:10,,0.6,,,90,234,,4.5,0.0,0.5,1.17,0.0,0.3,8.97,2.5
,2021-01-03 17:48:24,2021-01-03 18:06:44,,7.5,,,263,136,,29.39,0.0,0.5,2.75,0.0,0.3,32.94,0.0
,2021-01-03 17:01:35,2021-01-03 17:01:02,,10.29,,,265,238,,31.92,0.0,0.5,0.0,0.0,0.3,32.72,0.0
,2021-01-03 17:23:00,2021-01-03 17:43:00,,6.47,,,216,177,,32.45,0.0,0.5,2.75,0.0,0.3,36.0,0.0
,2021-01-03 17:29:00,2021-01-03 18:03:48,,12.3,,,170,77,,29.53,0.0,0.5,2.75,6.12,0.3,39.2,0.0
,2021-01-03 18:26:31,2021-01-03 18:42:18,,6.13,,,148,75,,17.97,0.0,0.5,4.77,0.0,0.3,26.04,2.5
,2021-01-03 18:21:02,2021-01-03 18:29:37,,2.9,,,50,166,,10.0,0.0,0.5,2.0,0.0,0.3,15.3,2.5
,2021-01-03 18:01:46,2021-01-03 18:01:03,,2.09,,,265,179,,15.2,0.0,0.5,0.0,0.0,0.3,16.0,0.0
,2021-01-03 18:10:17,2021-01-03 18:40:21,,12.83,,,254,151,,51.05,0.0,0.5,2.75,0.0,0.3,54.6,0.0
,2021-01-03 18:00:11,2021-01-03 18:05:56,,1.3,,,186,170,,6.0,0.0,0.5,1.4,0.0,0.3,10.7,2.5
,2021-01-03 18:40:00,2021-01-03 19:04:00,,5.82,,,17,137,,27.76,0.0,0.5,2.75,0.0,0.3,31.31,0.0
,2021-01-03 18:50:00,2021-01-03 19:15:00,,5.19,,,71,76,,23.33,0.0,0.5,2.75,0.0,0.3,26.88,0.0
,2021-01-03 18:48:00,2021-01-03 18:58:00,,2.09,,,226,223,,10.72,0.0,0.5,2.42,0.0,0.3,13.94,0.0
,2021-01-03 18:09:00,2021-01-03 18:34:00,,7.36,,,227,231,,39.7,0.0,0.5,0.0,0.0,0.3,43.0,2.5
,2021-01-03 18:01:33,2021-01-03 18:01:04,,1.63,,,265,179,,28.2,0.0,0.5,0.0,0.0,0.3,29.0,0.0
,2021-01-03 18:07:41,2021-01-03 18:10:11,,0.7,,,75,236,,4.0,0.0,0.5,1.46,0.0,0.3,8.76,2.5
,2021-01-03 18:50:57,2021-01-03 19:00:47,,0.0,,,234,162,,9.7,0.0,0.5,4.55,0.0,0.3,19.55,2.5
,2021-01-13 08:53:43,2021-01-13 09:30:54,,11.99,,,71,48,,29.19,0.0,0.5,2.75,6.12,0.3,38.86,0.0
,2021-01-13 08:33:59,2021-01-13 08:39:56,,0.47,,,35,72,,16.23,0.0,0.5,2.75,0.0,0.3,19.78,0.0
,2021-01-13 08:12:00,2021-01-13 08:40:00,,9.62,,,247,48,,31.74,0.0,0.5,2.75,0.0,0.3,35.29,0.0
,2021-01-13 08:01:44,2021-01-13 09:01:08,,0.84,,,265,142,,15.2,0.0,0.5,0.0,0.0,0.3,16.0,0.0
,2021-01-13 08:01:11,2021-01-13 08:01:02,,2.6,,,265,32,,25.2,0.0,0.5,0.0,0.0,0.3,26.0,0.0
,2021-01-13 08:29:00,2021-01-13 08:56:00,,7.24,,,235,263,,29.39,0.0,0.5,2.75,0.0,0.3,32.94,0.0
,2021-01-13 08:43:25,2021-01-13 09:01:09,,8.49,,,162,212,,33.23,0.0,0.5,2.75,6.12,0.3,42.9,0.0
,2021-01-13 08:23:00,2021-01-13 08:59:00,,6.86,,,61,90,,29.89,0.0,0.5,2.75,0.0,0.3,33.44,0.0
,2021-01-13 08:27:00,2021-01-13 08:46:00,,5.19,,,74,170,,28.95,0.0,0.5,2.75,0.0,0.3,32.5,0.0
,2021-01-13 08:01:22,2021-01-13 08:01:02,,5.84,,,265,100,,32.2,0.0,0.5,0.0,0.0,0.3,33.0,0.0
,2021-01-13 08:45:50,2021-01-13 09:01:19,,3.55,,,260,112,,13.35,0.0,0.5,1.51,0.0,0.3,15.66,0.0
,2021-01-13 08:59:28,2021-01-13 09:04:17,,1.05,,,42,41,,17.19,0.0,0.5,2.75,0.0,0.3,20.74,0.0
,2021-01-13 08:48:00,2021-01-13 09:03:00,,3.92,,,70,145,,25.16,0.0,0.5,2.75,6.12,0.3,34.83,0.0
,2021-01-13 08:38:26,2021-01-13 09:14:05,,14.46,,,47,216,,37.58,0.0,0.5,4.76,6.12,0.3,49.26,0.0
,2021-01-13 08:01:53,2021-01-13 08:01:49,,4.32,,,265,159,,16.25,0.0,0.5,0.0,0.0,0.3,17.05,0.0
,2021-01-13 08:41:00,2021-01-13 08:53:00,,1.84,,,47,119,,7.56,0.0,0.5,0.82,0.0,0.3,9.18,0.0
,2021-01-13 08:39:45,2021-01-13 08:58:06,,5.47,,,42,126,,23.05,0.0,0.5,2.75,0.0,0.3,26.6,0.0
,2021-01-13 08:17:00,2021-01-13 08:49:00,,7.82,,,167,174,,22.71,0.0,0.5,2.75,0.0,0.3,26.26,0.0
